doc_id,text,p_green,u,llm_green_suggested,llm_confidence,llm_rationale,is_green_human,notes,human_notes
9256316,"1. A method comprising: detecting, through a processor communicatively coupled to a memory, coupling of an external display to a data processing device including an internal display that includes a display driver circuit configured to modify power levels of a backlight based on a control signal transmitted from the processor to the display driver circuit; cloning, through the processor, display data of the internal display on the external display following the detection of the coupling; triggering, through a software driver component, the processor to turn off the backlight by transmitting a signal to the display driver circuit following the cloning; and maintaining, through the software driver component, a touchscreen capability of the data processing device even when the backlight of the internal display is turned off, wherein the touchscreen capability is provided through a touch sensor associated with the internal display, and wherein the touchscreen capability is maintained based on a control signal. transmitted from the processor to a touch sensor driver circuit associated with the touch sensor.",0.50470555412877,0.99058889174246,0,high,"This claim does not directly relate to green technology. It describes a method for managing displays on a data processing device, specifically controlling backlight power and maintaining touchscreen functionality. The claim focuses on display technology and control signals, without mentioning renewable energy, emission reduction, or environmental protection.",,,
9758791,"1. A transgenic plant comprising an improved trait relative to a first control plant of the same species wherein the transgenic plant comprises a recombinant polynucleotide encoding a polypeptide that comprises: a mutant EAR motif of X wherein the polypeptide has at least 90% sequence identity to SEQ ID NO:2; and wherein said polypeptide confers the improved trait which is selected from the group consisting of: higher nitrogen use efficiency, greater stomatal conductance, greater chlorophyll levels, greater size, greater biomass, and greater yield, when the polypeptide is expressed in the transgenic plant.",0.5047483297379907,0.9905033405240188,1,medium,"This claim describes a transgenic plant engineered for improved agricultural traits, specifically focusing on nitrogen use efficiency, chlorophyll levels, and yield. These improvements relate to enhancing plant productivity and resource utilization, aligning with sustainability goals within the agricultural sector and potentially contributing to emission reduction through more efficient crop production.",,,
9056098,"1. A method for reducing recurrence of cancerous tumors and minimizing local and distant metastasis comprising administering a composition comprising a hemoglobin-based oxygen carrier at a concentration of 9.5 to 10.5 g/dL in combination with at least one chemotherapeutic agent or radiotherapy to facilitate uptake and localization of the hemoglobin-based oxygen carrier into cancer cells within a mass of cancerous tissues or tumors for inducing apoptosis in cells of said cancerous tissues or tumors including self-renewing and tumor-initiating cells, providing oxidative stress or shock to said cancerous tissues or tumors, and sensitizing the cancerous tissues or tumors to the at least one chemotherapeutic agent or radiotherapy, said composition being either administered to a subject in need thereof concurrently with or subsequently to the at least one chemotherapeutic agent.",0.4949046768252072,0.9898093536504144,0,high,"This claim describes a method for treating cancer, specifically reducing tumor recurrence and metastasis. It does not relate to any aspects of sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection. The focus is solely on a medical treatment for a disease.",,,
9584218,"1. A method of monitoring optical fibers in an optical backhaul network that connects nodes of a distributed radio base station system, wherein the nodes carry data streams using a Common Public Radio Interface (CPRI) protocol, the method comprising: receiving, from at least one node, a CPRI alarm indicative of a transmission failure in a CPRI data stream; sending a trigger signal to a fiber monitoring system; and initiating fault analysis of an optical fiber identified as carrying the CPRI data stream to which the CPRI alarm relates.",0.4948758251410256,0.9897516502820513,0,low,"The claim describes a method for monitoring optical fibers in a radio base station system. While efficient network infrastructure is generally beneficial, the claim doesn't directly relate to sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection. It focuses on fault detection within an existing network infrastructure.",,,
9340399,"1. An industrial vehicle comprising a camera and one or more processors, wherein: the camera is communicatively coupled to the one or more processors; the camera is mounted to the industrial vehicle and focused to a ceiling of a warehouse; the camera captures an input image of ceiling lights of the ceiling of the warehouse; and the one or more processors execute machine readable instructions to",0.4948472243014107,0.9896944486028216,1,low,"This claim describes a system for monitoring ceiling lights in a warehouse, which could be related to energy efficiency. The camera captures an ""input image"" of the lights, suggesting a potential for analyzing their usage and identifying opportunities for reducing energy consumption. While not explicitly stated, the focus on lighting within a warehouse aligns with sustainability goals related to emission reduction and resource optimization.",,,
9632080,"1. A diagnostic multi-layer dry phase test strip with integrated biosensors for use in measuring more than one analyte in a fluid sample, said test strip comprising: (a) a body having a port for introducing a fluid sample; (b) a spreader layer configured to evenly spread the fluid sample received through the port; (c) more than one enzyme reaction layer in fluidic communication with the spreader layer; (d) a first electrode layer in fluidic communication with the more than one enzyme reaction layer, the first electrode layer including at least one electrode for each of the more than one enzyme reaction layer, each of the at least one electrode capable of electrically interacting with the fluid sample, each of the at least one electrode being a counter-electrode, the first electrode layer located on top of the more than one enzyme layer; (e) an electrically insulating base layer; (f) a plurality of lead terminals formed on the electrically insulating base layer; and (g) a second electrode layer, located under the more than one enzyme layer, the second electrode layer in fluidic communication with the more than one enzyme reaction layer, the second electrode layer including at least one reference electrode and at least one working electrode for each of the more than one enzyme reaction layer, each of the at least one reference electrode and at least one working electrode capable of electrically interacting with the fluid sample.",0.5051578110502278,0.9896843778995444,0,high,"This claim describes a diagnostic test strip for measuring analytes in fluid samples. It does not relate to any of the specified green technologies – sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection. The technology focuses on biosensors and electrochemical measurements within a diagnostic device, lacking any direct connection to environmental concerns.",,,
8540165,"1. An electronic card assembly, comprising: a top and a bottom graphic layer, a top and a bottom thermal sensitive adhesion tape and an inlay assembly laminated together, said inlay assembly having an inlay assembly top surface and an inlay assembly bottom surface, the top thermal sensitive adhesion tape being located between the top graphic layer and the inlay assembly top surface, the bottom thermal sensitive adhesion tape being located between the bottom graphic layer and the inlay assembly bottom surface; wherein the inlay assembly is comprised of: an inlay sub-assembly comprising a printed circuit board (“PCB”) assembly having a PCB base and one or more electronic components mounted to the PCB base, an inlay sub-assembly thermal sensitive adhesion tape and a stiffening substrate laminated together, said inlay sub-assembly thermal sensitive adhesion tape being located between the PCB base and the stiffening substrate; a battery mounted to the inlay sub-assembly in a battery opening of the stiffening substrate on top of the inlay sub-assembly thermal sensitive adhesion tape and in electrical connection with the PCB base; and a battery insert mounted in the battery cavity on top of the inlay sub-assembly thermal sensitive adhesion tape between the battery and the stiffening substrate; wherein the stiffening substrate has a thermal coefficient that is substantially the same as that of the PCB base; and wherein the battery insert has a greater bending flexibility than the stiffening substrate.",0.4948049302298107,0.9896098604596214,0,low,"The claim describes an electronic card assembly with a battery and stiffening substrate. While batteries are related to energy, and stiffening substrates could be used in environmentally conscious manufacturing processes, the core description does not directly address sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection. The focus is on the assembly's construction and materials properties.",,,
9242903,"1. A high zirconia fused cast refractory which has a chemical composition comprising from 88 to 96.5 mass % of ZrO 2 , from 2.5 to 9.0 mass % of SiO 2 , from 0.4 to 1.5 mass % of Al 2 O 3 , from 0.07 to 0.26 mass % of Na 2 O, from 0.3 to 1.3 mass % of K 2 O, from 0 to 0.3 mass % by outer percentage of Li 2 O, at most 0.08 mass % by outer percentage of B 2 O 3 , and at most 0.08 mass % by outer percentage of P 2 O 5 , and contains B 2 O 3 +P 2 O 5 in a content of at most 0.1 mass % by outer percentage.",0.4948046253864904,0.9896092507729808,0,high,"This claim describes a refractory material, specifically a “high zirconia fused cast refractory.” Refractories are used in high-temperature applications, such as industrial processes, and do not directly relate to any of the specified green technologies like renewable energy, emission reduction, climate mitigation, or environmental protection. The composition details are for material science, not a technology aimed at sustainability.",,,
8402194,"1. A storage network comprising: a first transport medium; a plurality of devices connected to the first transport medium, wherein the first transport medium is a serial network transport medium; a second transport medium; a plurality of storage devices connected to the second transport medium; a storage router interfacing between the first transport medium and the second transport medium, the storage router providing virtual local storage on the storage devices to the devices connected to the first transport medium, the storage router operable to:",0.5052617199956095,0.9894765600087808,0,low,"The claim describes a storage network with a router providing “virtual local storage.” While storage networks can be used in conjunction with sustainable technologies, the text itself doesn’t explicitly relate to renewable energy, emission reduction, climate mitigation, or environmental protection. It focuses solely on the architecture and functionality of a storage system.",,,
9050319,1. A composition comprising a compound having a structure:,0.505472910371271,0.989054179257458,0,high,"The claim simply describes a “composition comprising a compound having a structure.” It provides no information whatsoever about sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection. The claim is purely descriptive and lacks any elements related to green technologies.",,,
9521900,"1. A car snow brush comprising: an elongated handle with a gripping area, and bristles protruding from the elongated handle, the bristles comprising elongated and flat strips, which are manufactured of a plastic material, and are arranged in at least two adjacent rows which protrude from the elongated handle with a gap between them such that inner larger side surfaces of the strips in a first row face inner larger side surfaces of the strips in a second row, and wherein the at least two adjacent rows are separated from each other by the gap which is larger than the thickness of the strips.",0.4944817451029645,0.9889634902059292,0,low,"The claim describes a car snow brush, a standard automotive accessory. While snow brushes contribute to vehicle maintenance, the description doesn't relate to any green technologies such as renewable energy, emission reduction, climate mitigation, or environmental protection. The claim focuses solely on the physical construction and design of the brush itself.",,,
8635973,"1. An artificial mangrove assembly for providing a habitat for aquatic organisms, comprising: a mounting assembly arranged for attachment to a surface at least partially submerged in a body of water; a plurality of first root elements, each first root element: a plurality of second root elements, each second root element fixedly secured to a respective first root element at a respective second connection point and including:",0.5055578009547793,0.9888843980904414,1,high,"This claim describes an “artificial mangrove assembly” designed to “provide a habitat for aquatic organisms.” Mangroves are a key component of coastal ecosystems and are recognized for their role in carbon sequestration, coastal protection, and biodiversity, all of which align with sustainability, renewable energy (through carbon capture), emission reduction, climate mitigation, and environmental protection. The assembly’s purpose directly relates to supporting a natural, environmentally beneficial habitat.",,,
9180203,"1. A composition comprising: D-L-PEP; wherein D is 1 to 4 hydrophobic drug molecules, wherein the drug molecules are chemotherapeutic agents having a water solubility of less than 10 mg/ml; L is 1 or more biodegradable linkers selected from the group consisting of disulfanylcarbonate (etcSS) and disulfanylbutanoate (buSS); and PEP is a hydrophilic peptide selected from the group consisting of GVQIVYKK (SEQ ID NO: 1), CGVQIVYKK (SEQ ID NO: 6), and VQIVYK (SEQ ID NO: 9).",0.5056048843505442,0.9887902312989116,0,high,"This claim describes a pharmaceutical composition utilizing peptides and hydrophobic drug molecules. The focus is on chemotherapeutic agents and drug delivery, with no explicit mention of renewable energy, emission reduction, climate mitigation, or environmental protection. While improved drug delivery *could* have indirect environmental benefits, the core technology described is not directly related to green technologies.",,,
8685398,"1. An isolated polypeptide comprising at least one chemokine-binding peptide attached to an Fc domain or a fragment of said Fc domain, wherein said chemokine-binding peptide has the amino acid sequence as set forth in SEQ ID NO: 101, wherein the isolated polypeptide further comprises a signal peptide and wherein said signal peptide comprises an IL-6 signal peptide.",0.4943922129931237,0.9887844259862474,0,low,"The claim describes an isolated polypeptide with a chemokine-binding peptide and an Fc domain. While the use of IL-6 as a signal peptide *could* be relevant to biological processes, the claim itself doesn't explicitly relate to sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection. It focuses on a biological construct and its signaling, without detailing any environmental applications.",,,
9170492,"1. A silicon-containing film-forming composition comprising: a polysiloxane comprising: an organic solvent, wherein an amount of the second structural unit in the polysiloxane is from 1 to 20 parts by mol with respect to 100 parts by mol of the first structural unit, and an amount of the third structural unit in the polysiloxane is from 10 to 50 parts by mol with respect to 100 parts by mol of the first structural unit, wherein R wherein R",0.5056544588938171,0.9886910822123658,0,low,"The claim describes a “silicon-containing film-forming composition” and a “polysiloxane,” which are materials. While silicon is used in renewable energy technologies (solar panels), this claim doesn’t explicitly relate to sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection. The description focuses on the composition and ratios of structural units within the polysiloxane, lacking any connection to green technologies.",,,
8454099,"1. A wheel for a vehicle comprising: a rim having a drop portion; and a disk formed integrally from a plate material, the rim and the disk being welded together, wherein the disk has: wherein the rim and disk are welded at a fitting area between an inner circumferential surface of the rim and an outer circumferential surface of the disk flange wherein a weld is only at a part of the disk flange in a circumferential direction of the disk flange that faces a distal end of the spoke, which is defined as an area between the contact points where two extended lines of the widthwise ends of the spoke contact with the rim, while a part that faces a corner of the decorative hole and a part that is adjacent to the decorative hole are not welded, wherein the weld is at an inside part of the disk flange in the wheel axial direction of the fitting area, wherein the disk flange includes a fitting disk flange part which extends parallel to the corresponding fitting part of the rim, and a connecting disk flange part which connects to the first reinforcing part and the second reinforcing part of the spoke and to the decorative hole, the connecting disk flange part has, at its distal end, a diameter that decreases toward the first reinforcing part and the second reinforcing part of the spoke and the decorative hole, the first reinforcing part and the second reinforcing part of the spoke and the decorative hole are connected to the distal end of the connecting disk flange part.",0.4942604257991789,0.9885208515983578,0,low,"The claim describes a wheel design and its construction, focusing on welding techniques and structural components. There is no explicit mention of sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection within the text. The description pertains solely to the mechanical design and fabrication of a vehicle wheel.",,,
9432040,"1. An analog-to-digital converter comprising: an upper bit conversion unit suitable for receiving an input signal, sampling upper bits from the input signal, and outputting a residual voltage remaining after the sampling the upper bits; a lower bit conversion unit suitable for receiving the residual voltage from the upper bit conversion unit, and sampling lower bits from the residual voltage; and an error correction unit suitable for correcting an error of the sampled upper bits and the sampled lower bits; wherein the upper bit conversion unit includes a capacitor array having a lowermost capacitor receiving the ramp signal from the lower bit conversion unit, wherein the lower bit conversion unit includes a ramp signal generator suitable for generating the ramp signal and applying the ramp signal to the lowermost capacitor, when sampling the lower bits.",0.4942180662928323,0.9884361325856648,0,low,"This claim describes an analog-to-digital converter, which is a fundamental electronic component. While improved conversion accuracy could indirectly contribute to efficiency in energy systems, the claim itself doesn't relate to sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection. The description focuses solely on the internal workings of the converter.",,,
9552054,"1. A method for controlling a sensor, comprising: first sensing an object by the sensor for detecting whether the object is within a sensing range of the sensor; if said first sensing detects that the object is not within the sensing range, turning the sensor to a non-active mode for a predicted non-active time, including calculating the predicted non-active time based on a predetermined non-active time or a historical non-active time; second sensing the object for detecting whether the object is within the sensing range of the sensor during the predicted non-active time; if said second sensing detects that the object is within the sensing range of the sensor during the predicted non-active time, turning the sensor to an active mode, and storing a first time duration from the beginning of the predicted non-active time to a first time point that said first sensing detects that the object is within the sensing range of the sensor, wherein the first time duration is regarded as the historical non-active time; and if said second sensing detects that the object is not within the sensing range during the predicted non-active time, turning the sensor to a sleep mode for a predicted sleep time, including calculating the predicted sleep time based on the predetermined non-active time and a predetermined sleep time, or calculating the predicted sleep time based on the historical non-active time and a historical sleep time, further comprising:",0.4941184529947036,0.9882369059894072,0,low,"This claim describes a method for controlling a sensor's power consumption based on object detection. It focuses on optimizing sensor activity and sleep modes, which relates to energy efficiency rather than directly addressing sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection. The claim’s language centers on managing sensor behavior, not environmental impact.",,,
8811229,"1. A method for handling core network entities of a radio core communications network, the radio core communications network comprising a first network entity and a second network entity, wherein the second network entity differs from the first network entity in that it is capable of processing inter-working between messages exchanged with the radio core communications network and messages exchanged with an IP multimedia subsystem, the method comprising the steps of: providing at least one amongst the first and second network entities with configuration information, the configuration information indicating a relationship between the first and second core network entities; routing messages relating to calls established and maintained between a first user terminal attached to the first network entity and a second user terminal attached to the IP multimedia subsystem according to the configuration information.",0.4940908204103691,0.9881816408207382,0,high,"This claim describes a method for managing network entities within a radio core communications network, specifically relating to routing messages between user terminals and an IP multimedia subsystem. There is no mention of renewable energy, emission reduction, climate mitigation, or environmental protection within the provided text. The technology appears to be focused on network infrastructure optimization.",,,
8637019,"1. A binding compound that specifically binds human TSLP comprising: an antibody heavy chain variable region or a TSLP-binding fragment thereof, said heavy chain variable region comprising: a CDR-H1 sequence comprising SEQ ID NO:1, a CDR-H2 sequence comprising SEQ ID NO:2, and a CDR-H3 sequence comprising SEQ ID NO:3; and an antibody light chain variable region or a TSLP-binding fragment thereof, said light chain variable region comprising: a CDR-L1 sequence comprising SEQ ID NO:4, a CDR-L2 sequence comprising SEQ ID NO:5, and a CDR-L3 sequence comprising SEQ ID NO:6.",0.4940450395664956,0.9880900791329912,0,low,"This claim describes a binding compound targeting TSLP, a human protein. There is no mention of renewable energy, emission reduction, climate mitigation, or environmental protection within the text. The technology appears to be related to immunology and antibody development, not directly addressing sustainability or environmental concerns.",,,
8601485,"1. A data processing apparatus for processing a received workload in order to generate result data, comprising: a thread group generator configured to generate from the received workload a plurality of thread groups to be executed to process the received workload, each thread group comprising a plurality of threads, and at least one thread group having an inter-thread dependency existing between said plurality of threads; each thread being either an active thread whose output is required to form the result data, or a dummy thread required to resolve said inter-thread dependency for an associated active thread but whose output is not required to form the result data, the thread group generator identifying for each thread group any dummy thread within that thread group; a thread execution unit configured to receive each thread group generated by the thread group generator, and to execute each thread within a received thread group by executing a predetermined program comprising a plurality of program instructions; and execution flow modification circuitry, responsive to the received thread group having at least one dummy thread, to cause the thread execution unit to selectively omit at least part of the execution of at least one of said plurality of program instructions when executing said at least one dummy thread, in dependence on control information associated with the predetermined program, wherein said execution flow modification circuitry is configured to reference the control information at least once during execution of the predetermined program for each dummy thread, in order to determine whether to cause the thread execution unit to omit at least part of the execution of at least one of said plurality of program instructions when executing that dummy thread, wherein: said plurality of program instructions comprise at least one dependency-relevant instruction which requires at least partial execution for each thread in the received thread group in order to produce data required to resolve said inter-thread dependency; and the execution flow modification circuitry is configured, for each dummy thread, to reference the control information on execution by the thread execution unit of at least one dependency-relevant instruction within said predetermined program, wherein: said control information comprises a kill indicator which when set indicates that, after execution of said at least one dependency-relevant instruction causing said kill indicator to be referenced, execution of all remaining instructions in the predetermined program is to be omitted for each dummy thread.",0.4939843701174415,0.987968740234883,0,high,"This claim describes a data processing apparatus and its execution flow modification circuitry. It focuses on optimizing program execution, specifically by omitting instruction execution for ""dummy threads"" to resolve inter-thread dependencies. There is no mention of renewable energy, emission reduction, climate mitigation, or environmental protection within the claim text.",,,
8969654,1. An isolated nucleic acid comprising a nucleotide sequence selected from the group consisting of: (a) the nucleotide sequence comprising SEQ ID NO: 3; and (b) a nucleotide sequence having 95% or more identity with the nucleotide sequence of SEQ ID NO: 3.,0.4937121918089199,0.98742438361784,0,low,"The claim describes an isolated nucleic acid and its similarity to a specific sequence (SEQ ID NO: 3). It does not contain any language related to renewable energy, emission reduction, climate mitigation, or environmental protection. The focus is purely on genetic material and sequence analysis.",,,
9153622,"1. A light emitting device, comprising: a light emitting structure divided into first to n a first electrode unit disposed on the first semiconductor layer in one of the first to n a second electrode unit disposed on the second semiconductor layer in another of the first to n at least one connection electrode configured to connect in series the first to n an intermediate pad disposed on the first semiconductor layer or the second semiconductor layer in at least one of the first to n",0.5063786863743751,0.9872426272512498,0,high,"This claim describes a “light emitting device” utilizing semiconductor layers and electrodes. The technology focuses on light emission, which doesn’t inherently relate to sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection. The claim lacks any mention of environmentally beneficial components or processes.",,,
9485858,"1. A flexible display device comprising: a flexible display panel comprising a folding area and a peripheral area; and a first outer member on a surface of the flexible display panel and comprising a first groove pattern at the folding area, wherein the first groove pattern comprises: wherein a width of the first groove pattern satisfies the Formula W=F+2×S=π×R, and wherein W denotes the width of the first groove pattern, F denotes a width of the flat surface, S denotes a width of each of the inclined portions, π denotes a circular constant, and R denotes a radius of curvature of the flexible display panel at the folding area.",0.4935855526795287,0.9871711053590576,0,high,"This claim describes a flexible display device with a specific groove pattern designed for folding. The claim focuses solely on the mechanical design and geometric relationships of the display panel, without referencing any materials, energy sources, emission reduction, or environmental impact. Therefore, it does not relate to green technology.",,,
9810738,"1. A semiconductor device comprising: a plurality of CPU (Central Processing Unit) cores each comprising a scan chain; and a diagnostic test circuit that performs a scan test for the plurality of CPU cores by using the scan chain in each of the CPU cores, wherein the diagnostic test circuit performs a scan test for each of the plurality of CPU cores in a predetermined order so that execution time periods of the scan tests do not overlap each other, the scan test for each of the plurality of CPU cores is repeated periodically until the diagnostic test circuit determines that there is a failure in the plurality of CPU cores, and during an execution time period of the scan test for one of the plurality of CPU cores, the rest of the plurality of CPU cores perform normal operations.",0.4934932060961791,0.9869864121923582,0,low,"This claim describes a semiconductor device and a diagnostic test circuit for CPU cores. It does not directly relate to sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection. The focus is on improving the functionality and reliability of a computer processor, not addressing environmental concerns.",,,
8418736,"1. A pneumatic tire comprising a belt layer including at least two tire reinforcement belts formed by coating a plurality of steel cords, which are drawn and aligned substantially in parallel, with a rubber composition for coating a steel cord, the rubber composition comprising: 100 parts by mass of natural rubber; 0.5 to 5 parts by mass of a metal salt of an organic acid; and 30 to 100 parts by mass of a filler, wherein said filler contains 3 to 30 parts by mass of glass beads having a particle diameter of 37 to 63 μm, relative to 100 parts by mass of said natural rubber; wherein said filler further contains 5 to 90 parts by mass of carbon black, relative to 100 parts by mass of said natural rubber; and wherein said plurality of steel cords are disposed so as to cross each other in a tire circumferential direction.",0.5065909691975082,0.9868180616049836,1,medium,"This claim relates to tire technology, and specifically focuses on improving tire performance and durability. The inclusion of glass beads and carbon black as fillers suggests an effort to enhance tire properties, which could indirectly contribute to sustainability by extending tire lifespan and reducing the need for frequent replacement. While not directly addressing emission reduction or renewable energy, improved tire performance can contribute to more efficient vehicle operation, a related environmental benefit.",,,
9675701,"1. A non-solid disinfectant preparation which comprises a) octenidine dihydrochloride and b) erythrosine, and c) 40 to 70% by weight of isopropanol, wherein the composition is free from fluorescein and its salts.",0.5067170036296382,0.9865659927407237,0,high,"This claim describes a disinfectant preparation, which is a product used for hygiene and sanitation. The composition focuses on antimicrobial agents (octenidine dihydrochloride and erythrosine) and a solvent (isopropanol), without any mention of renewable energy, emission reduction, climate mitigation, or environmental protection. Therefore, it does not relate to green technology.",,,
8756826,"1. A drying method comprising: removing a container of items to be dried from a liquid; drawing air through the items in the container from top to bottom to coalesce and remove liquid from the items in the container during a first drying step; thereafter subjecting the container of items to a vacuum to produce dry items in the container during a second drying step; removing the container of items from the vacuum; and determining a target time for the second drying step that results in producing substantially dry items in the container upon completion of the second drying step when drying a container of items having the maximum amount of liquid of a plurality of containers of items to be processed sequentially, the method comprising establishing a duration of the first drying step such that sufficient liquid is removed from the items in the container during the first drying step so that all of the plurality of containers of items processed during the second drying step will be substantially dry upon completion of a second drying step that does not exceed the target time.",0.5067172842374555,0.9865654315250888,1,medium,"This claim describes a drying method that reduces drying time, which aligns with sustainability goals by potentially minimizing energy consumption. The process focuses on removing liquid (""coalesce and remove liquid"") and utilizing a vacuum, both of which are relevant to efficient drying and could contribute to resource conservation. While not explicitly stated, reducing drying time can indirectly contribute to emission reduction by decreasing energy use.",,,
8567048,"1. A method of manufacturing a wire structure, the method comprising: forming a plurality of conductors, each conductor having a conductor length, a conductor width, a conductor thickness and a conductor skin depth within the conductor, wherein the conductor thickness is equal to or greater than a thickness of the skin depth; and forming a plurality of insulators, each insulator positioned between each of the plurality of conductors such that the wire structure is capable of propagating an electrical signal through the skin depth within the conductor.",0.4932311493507224,0.9864622987014448,0,high,"This claim describes a method for manufacturing a wire structure, specifically focusing on conductors and insulators. There is no mention of renewable energy, emission reduction, climate mitigation, or environmental protection. The claim solely details the construction of an electrical wire, which does not inherently relate to any green technology areas.",,,
9110469,"1. A self-propelled work apparatus comprising: a driving mechanism configured to move in a self-propelled manner to a position near a user; device configured to perform predetermined work; and a user interface configured to adjust a position of the driving mechanism located near the user, in accordance with a motion of the user, wherein the device starts the predetermined work when the user interface is activated in accordance with the user motion, wherein the user interface comprises a handle configured to perform an operation of moving the device, and wherein the handle projects from a housing of the apparatus.",0.5068513620025448,0.9862972759949103,0,low,"The claim describes a self-propelled work apparatus with a user interface and handle. While it could potentially be used in environmentally sensitive areas, the description itself doesn't explicitly relate to sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection. The claim focuses on a user-controlled device for performing work, without any mention of green technologies.",,,
9474158,"1. A wiring board, comprising: a first resin insulation layer; an electronic component positioned on a first surface of the first resin insulation layer; a second resin insulation layer formed on the first surface of the first resin insulation layer such that the second resin insulation layer is embedding the electronic component on the first surface of the first resin insulation layer; a conductive layer formed on the second resin insulation layer; a third resin insulation layer formed on the conductive layer and the second resin insulation layer; and a connection via conductor formed in the second resin insulation layer such that the connection via conductor is connecting an electrode of the electronic component and the conductive layer on the second resin insulation layer, wherein the first resin insulation layer has a pad structure formed on a second surface side of the first resin insulation layer on an opposite side with respect to the first surface, and the first resin insulation layer has a coefficient of thermal expansion which is set lower than a coefficient of thermal expansion of the second resin insulation layer and a coefficient of thermal expansion of the third resin insulation layer.",0.4929992116052933,0.9859984232105866,0,high,"This claim describes a wiring board and its construction, focusing on thermal expansion coefficients and electrical connections. There is no mention of renewable energy, emission reduction, climate mitigation, or any other environmental aspects. The claim is purely related to the design and materials of an electronic component, not sustainability or environmental protection.",,,
9276477,"1. A DC-DC converter operative to receive a source DC voltage and provide an output DC voltage to a load, comprising: a power stage comprising first and second transistors connected in series between a first source voltage level and a second source voltage level; an inductor connected between a node connecting the first and second transistors and the load and operative to provide an inductor current from the DC-DC converter to the load; and control logic operative to generate control pulses to the power stage operative to cause the transistors to successively and alternately connect the inductor to the first and second source voltage levels, wherein the controller is further operative to generate a continuous stream of control pulses in a continuous conduction mode and to selectively generate control pulses, with the transistors disconnecting the inductor from both the first and second source voltage levels between control pulses, in a discontinuous conduction mode; wherein the control logic is operative to switch between continuous and discontinuous conduction modes without causing an overshoot or undershoot deviation in the output voltage by skipping the generation of control pulses in response to detecting reversal of the inductor current; a pulse width modulation circuit comprising: a pulse skipping circuit operative to detect and indicate reversal of the inductor current comprising:",0.507423043610601,0.985153912778798,1,medium,"This claim describes a DC-DC converter, which is a core component in many renewable energy systems (solar, wind) and energy storage. The use of “continuous conduction mode” and “discontinuous conduction mode” alongside “skipping the generation of control pulses” suggests an attempt to optimize efficiency and potentially reduce energy waste, aligning with sustainability goals. Furthermore, the focus on voltage control and load powering implies a connection to energy conversion and management, relevant to emission reduction and climate mitigation.",,,
8624822,"1. A light source apparatus comprising: two or more light sources that have different light-emission spectra and that can be controlled independently; a transparent/scattering switching element that is switchable between a state of transmitting light emitted from each of the two or more light sources and a state of scattering light emitted from each of the two or more light sources; a light sensor that has a light-receiving wavelength range that corresponds to a light-emitting wavelength range of each of the two or more light sources and senses, in a time sequential fashion, a quantity of light emitted by each of the two or more light sources and passed through the transparent/scattering switching element; and a controller that controls each of the two or more light sources based on sensing results outputted from the light sensor, wherein the controller controls each of the two or more light sources to emit a predetermined quantity of light in a time sequential fashion in response to an action that a state of the transparent/scattering switching element is switched, obtains chronological sensing results outputted from the light sensor in accordance with the control in a time sequential fashion, and thereafter controls the quantity of light emitted by each of the two or more light sources based on the obtained chronological sensing results.",0.4925662622224941,0.9851325244449882,1,medium,"This claim describes a light source apparatus that utilizes a sensor and controller to manage light emission based on sensing results. The apparatus’s focus on “sensing a quantity of light emitted” and “controls each of the two or more light sources based on sensing results” suggests an attempt to optimize light output, which could be relevant to energy efficiency and potentially contribute to emission reduction or sustainable lighting practices. The use of different light emission spectra also hints at a potential for targeted applications, aligning with environmental protection goals.",,,
9814135,"1. A wiring board, comprising: a substrate; a plurality of pads formed on an electronic-component mounting surface of the substrate; and a resin insulation layer covering the electronic-component mounting surface and having a plurality of opening portions such that the plurality of opening portions is exposing the plurality of pads, respectively, wherein the plurality of pads includes a non-solder mask defined pad having a wiring portion and a non-solder mask defined pad having no wiring portion, and the plurality of opening portions is formed such that the non-solder mask defined pads have exposed conductor areas which have substantially same areas inside the opening portions.",0.492496495417814,0.984992990835628,0,low,"This claim describes a wiring board and its construction. While improved electrical conductivity could potentially contribute to energy efficiency in electronic devices, the claim itself doesn't directly relate to sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection. It focuses solely on the design and materials of a circuit board.",,,
